new_tag,timestamp,time,package0,package1,dram0,dram1
Test_Snippet,10/15/2024 10:30:39 AM,0.0272729,1433383,0,76,0
Test_Snippet,10/15/2024 10:31:11 AM,8.6059861,439940689,0,331968,0
